S#,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information,degree_title
1,Dr. Ihsan Ullah,University of Balochistan,Computer Science & IT,Balochistan,Assistant Professor,PhD,,france,,"P2P Networks, Telecommunication Systems",,PhD
2,Dr. Atiq Ahmed,University of Balochistan,Computer Science & IT,Balochistan,Associate Professor,PhD,,france,,"Wireless Networks, Telecommunication Systems, Multi-agent Systems",,PhD
3,Dr. Abdul Basit,University of Balochistan,Computer Science & IT,Balochistan,Assistant Professor,PhD,Asian Institute of Technology,thailand,,Software Engineering & DBMS,,PhD
5,Dr. Waheed Noor,University of Balochistan,Computer Science & IT,Balochistan,Assistant Professor,PhD,Asian Institute of Technology,thailand,,DBMS,,PhD
6,Dr. Junaid Baber,University of Balochistan,Computer Science & IT,Balochistan,Assistant Professor,PhD,Asian Institute of Technology,thailand,,"Information processing, Multimedia mining",,PhD
7,Dr. Maheen Bakhtyar,University of Balochistan,Computer Science & IT,Balochistan,Assistant Professor,PhD,Asian Institute of Technology,thailand,,"NLP, Information Retrieval, Question Answering system",,PhD
10,Dr. Altaf Hussain Bouk,University of Balochistan,Computer Science & IT,Balochistan,Professor,PhD,,italy,,"Optical Fiber, Telecommunication System",,PhD
11,Dr. Muhammad Shumail,University of Balochistan,Computer Science & IT,Balochistan,Lecturer,PhD,,pakistan,,Computation Theory,,PhD
13,Dr. Liaquat,University of Balochistan,Computer Science & IT,Balochistan,Lecturer,PhD,,germany,,"DBMS, Data Mining",,PhD
111,Majid Iqbal Khan,"COMSATS, Islamabad Campus",Computer Science,Capital,Head of Department,PhD,University of Vienna,austria,2009.0,"wireless sensor networks, MANETS and internet of things",,PhD
112,Sohail Asghar,"COMSATS, Islamabad Campus",Computer Science,Capital,Professor,PhD,Monash University,australia,2006.0,"Machine Learning and Data mining, decision support system and business intelligence, big data analytics, outcome based education",,PhD
115,Muaz A. Niazi,"COMSATS, Islamabad Campus",Computer Science,Capital,Chief Scientific Officer,PhD,University of Stirling,uk,,"Complex Communication Networks such as Internet of Things, Online social networks, Wireless Sensor networks etc. Biological Networks Modeling and Simulation, Agent-based Computing.",,PhD
116,Muhammad Manzoor ilahi Tamimy,"COMSATS, Islamabad Campus",Computer Science,Capital,Associate Professor,PhD,Chinese Academy of Sciences,china,,"Mining Data Streams, Ubiquitous Data Mining, Intrusion Detection, Distributed Data Mining, Machine learning and data mining, Real-Time system; Publish/Subscribe system; Wireless Sensor Networks, Active databases ECA Rules",,PhD
117,Nasro Min-allah,"COMSATS, Islamabad Campus",Computer Science,Capital,Associate Professor,PhD,Chinese Academy of Sciences,china,2008.0,"software pipelining, chromatic scheduling, reliable computing and real-time systems",,PhD
118,M. Masoom Alam,"COMSATS, Islamabad Campus",Computer Science,Capital,Associate Professor,PhD,University of Innsbruck,austria,2007.0,system administration and research and development,,PhD
119,Sajjad A. Madani,"COMSATS, Islamabad Campus",Computer Science,Capital,Associate Professor,PhD,Vienna University of Technology,austria,,,,PhD
120,Nadeem Javaid,"COMSATS, Islamabad Campus",Computer Science,Capital,Associate Professor,PhD,University of Paris-Est,france,2010.0,"Wireless Ad-hoc, Sensor, Vehicular and Body Area Networks",,PhD
123,Naveed Ahmad,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,The University of Cambridge,uk,,"modelling and simulating change/business processes, software engineering for mobile applications.",,PhD
126,Iftikhar Azim Niaz,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,,,,,,PhD
127,Sheikh Ziauddin,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,"University of Nice, Sophia Antipolis",france,,"Image processing, computer vision, information security",,PhD
129,Ahmad R. Shahid,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,The University of York,uk,,"�Natural Language Processing (NLP), which falls under the broader category of Artificial Intelligence. Dr. Shahid is interested in building multilingual, bilingual and monolingual resources using supervised and unsupervised learning approaches. He is also interested in applications of Machine Learning approaches.",,PhD
130,Yasir Faheem,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,Galil�e - Universit� Paris 13,france,2012.0,"Routing, medium access control, resource allocation and security related issues in: Internet of Things, cloud computing, Wireless Ad hoc Networks (Sensor networks, vehicular networks, cognitive radio networks, delay tolerant networks) & smart grids.�Moreover, I am interested in applications of algorithmic game theory to various problems in wireless networks and global software development.",,PhD
131,Munam Ali Shah,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,University of Bedfordshire,uk,2014.0,"�MAC protocol design, Internet of Things, and security issues in wireless communication systems",,PhD
132,Malik Ahmad Kamran,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,Vienna University of Technology,austria,2011.0,"Collaborative systems, Social Network Analysis, Information privacy, and Access Control",,PhD
133,Aimal Tariq Rextin,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,,,,"algorithms, graph theory, visualization and Human Computer Interaction",,PhD
134,Adeel ANJUM,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,,,2013.0,data privacy using artificial intelligence techniques.,,PhD
136,Saif Ur Rehman Malik,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,North Dakota State University,usa,,"�Formal Methods (verification, modeling, and analysis) of Large Scale Systems, such as Cloud Computing System",,PhD
137,Abdul Wahid,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,Kyungpook National University,south korea,,"Vehicular Ad-hoc Network, Wireless Sensor Network, Underwater Wireless Sensor Network, Cyber Physical Systems, Software defined Networking, Information-centric Networking.",,PhD
138,Farhana Jabeen,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,The University of Manchester,uk,2011.0,"query processing in wireless sensor network, distributed spatial analysis, distributed computing using ad hoc wireless networks.",,PhD
139,Zara Hamid,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,National University of Sciences and Technology,pakistan,,Wireless Sensor Networks. She is interested in the design and performance evaluation of communication protocols for wireless ad hoc and sensor networks. She is also interested in Information Centric Networks.,,PhD
140,Inayat-ur-Rehman,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,,,,"�Computer Assisted Education, Designing learning tools, Computer Animations for Learning, Role of Human Computer in designing learning tools, cognitive learning and use of Educational Psychology for e-learning applications",,PhD
145,Ghufran Ahmed,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,Capital University of Science & Technology,pakistan,2013.0,routing issues on�Wireless Sensor Networks or Wireless Body Area Networks.,,PhD
150,Assad Abbas,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,North Dakota State University,usa,2016.0,"Smart Health, Big Data Analytics, Recommendation Systems, Patent Analysis, and Social Network Analysis",,PhD
151,Javed Iqbal,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,University of Malaya,malaysia,,"Software Process Improvement, Requirements Engineering & Software Development Outsourcing�",,PhD
156,Muzafar Khan,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,University of Technology,malaysia,,n HCI in general and usability evaluation / user experience�,,PhD
163,Mariam Akbar,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,COMSATS Institute of Information Technology,pakistan,2016.0,Underwater Wireless Sensor Networks and Energy Management.,,PhD
166,Adnan Akhunzada,"COMSATS, Islamabad Campus",Computer Science,Capital,Assistant Professor,PhD,National University of Sciences and Technology,pakistan,,"�Secure & Dependable Software Defined Networks, Man-at-the-End Attacks Plus Human Attacker Attribution & Profiling, Large Scale Distributed Systems (Fog, Edge, and Cloud Computing (CC), Mobile Cloud Computing (MCC) etc.), Remote Data Auditing, Light Weight Cryptography, Blockchain and Cryptocurrency.",,PhD
228,Anis ur Rahman,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Grenoble,france,2013.0,"Visual Perception, Computer Vision, GPGPU",,PhD
229,Mian Muhammad Hamayun,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Grenoble,france,2012.0,"Native Simulation of MPSoC, Virtualization, Software Performance Estimation and Binary Translation",,PhD
230,Asad Waqar Malik,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,National University of Sciences and Technology,pakistan,2012.0,Parallel and Distributed Simulation,,PhD
231,Asad Ali Shah,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Malaya,malaysia,2017.0,"Question Answering, Credibility Assessment, Information Retrieval, Information Processing, Semantic Web",,PhD
232,Arsalan Ahmad,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,Politecnico di Torino,italy,2014.0,"Energy Efficiency in Telecommunication Networks, Optical Network Optimization",,PhD
233,Muhammad Zeeshan,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,National University of Sciences and Technology,pakistan,2016.0,Wireless Networks,,PhD
234,Muazzam A Khan Khattak,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,"�University of Missouri, KC",usa,2016.0,"Wireless Sensor Networks, IOT, Image Encryption and Compression, Localization",,PhD
235,Qaiser Riaz,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Bonn,germany,2015.0,"Human motion analysis, character animation, inertial based motion analysis, ubiquitous computing, robotics",,PhD
236,Safdar Abbas Khan ,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Paris,france,2011.0,Localization in wireless sensor networks; Soft computing techniques,,PhD
237,Sohail Iqbal Khan,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Paris-Est,france,2011.0,"Surgical Robotics, Mathematical Modeling, Fuzzy Controllers",,PhD
238,Sharifullah Khan TI,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,The University of Leeds,uk,2002.0,"Databases, Information Retrieval",,PhD
242,Muhammad Imran Malik,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Technology,germany,,Machine Learning,,PhD
243,Mudassar Ahmad Mughal,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,Stockholm University,sweden,,,,PhD
244,Nadeem Ahmed,National University of Sciences and Technology,Computing,Capital,Head of Department,PhD,"University of New South Wales, Sydney",australia,2007.0,"Wireless Sensor Networks, Data Centre Networking, Software Defined Networking",,PhD
245,Muhammad Moazam Fraz,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,Kingston University London,uk,2013.0,"Pattern Recognition, Computer Vision and Machine Learning, Medical Image Analysis",,PhD
246,Muhammad Mudassir Malik,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,Vienna University of Technology,austria,2009.0,"Scientific and Information Visualization, Comparative Visualization, Industrial CT (HEC Approved PhD Supervisor)",,PhD
247,Imran Mahmood Hashmi,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,KTH Royal Institute of Technology,sweden,2013.0,"Software Enginneering, System Modeling and Analysis, Formal Verification",,PhD
248,Saad Naeem Zafar,RIPHAH International,Computing,Capital,Dean,PhD,Griffith University,australia,,"Software Engineering, Requirements Engineering, Software Quality, Software Engineering Education (e-Learning), Cybersecurity (Governance, Management, Audit, Data Security and Privacy)",,PhD
249,Naveed Ikram,RIPHAH International,Computing,Capital,Professor/Associate Dean (Research),PhD,University of Salford,uk,2000.0,"Empirical Software Engineering, Requirements Engineering, Usability Engineering, Global Software Development, Agile Development, Software Engineering Education",,PhD
251,Muhammad Yousaf,RIPHAH International,Computing,Capital,Assistant Professor,PhD,,,2013.0,"Computer Engineering, Computer Networks, Network Security, Cyber Security",,PhD
252,Rizwan Bin Faiz,RIPHAH International,Computing,Capital,,PhD,Loughborough University,uk,2010.0,"Artificial Intelligence, Model Base Testing",,PhD
253,Muhammad Zubair,RIPHAH International,Computing,Capital,,PhD,"International Islamic University,Islamabad",pakistan,2008.0,"Wireless Networks, Evolutionary Computing, Machine Learning",,PhD
258,Mr. Adeel Zafar,RIPHAH International,Computing,Capital,Lecturer,PhD,FAST� National University of Computer and Emerging Sciences,pakistan,2018.0,,,PhD
271,Waseem Shahzad,FAST-NU(Islamabad),Computer Science,Capital,Professor/HoD,PhD,FAST� National University of Computer and Emerging Sciences,pakistan,2010.0,"Data Mining, Computational Intelligence, Machine Learning, and Theory of Computation�",,PhD
272,Ejaz Ahmed,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,University of BedfordShire,uk,2011.0,"Databases, Grid Computing, Cloud Computing, Information Systems and Software Applications Architecture",,PhD
273,Hammad Naveed,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,University of Illinois,usa,2012.0,"Computational Structural Biology. He is particularly interested in computational identification of novel drug targets, drug repositioning, biophysical modelling of tissues and computational characterization of membrane proteins.",,PhD
274,Hasan Mujtaba Kayani,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,FAST� National University of Computer and Emerging Sciences,pakistan,2010.0,"Artificial Intelligence, Computational Intelligence, Machine Learning, Data Mining & Knowledge Discovery, Evolutionary Gaming, Machine Vision & Robotics",,PhD
275,Kashif Munir,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,University of Innsbruck,austria,2009.0,"computer networks, high-performance computing and computer communications, performance evaluation (simulation and analytical modeling) of computer and communication systems and mobility management. Currently, he is working on mobility cost analysis in mobile networks.","2 year post doctorate at Telecom Bretagne (Rennes Campus), IRISA, France in 2011/2012",PhD
276,M.Zohaib Zafar Iqbal,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,University Of Oslo,norway,2012.0,"model-driven engineering, software testing, and empirical software engineering",,PhD
277,Ehtesham Zahoor,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,Nancy 2 University,france,2011.0,Cloud Computing and Services Composition,,PhD
278,Hammad Majeed,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University of Limerick,ireland,2007.0,"Artificial Intelligence, Computational Intelligence, Machine Learning, Data Mining & Knowledge Discovery, Evolutionary Gaming, Machine Vision & Robotics.",,PhD
279,Irum Inayat,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University of Malaya,malaysia,2015.0,"agile software development methods, empirical software engineering, requirements engineering, wearable learning, and merger of artificial intelligence with software engineering",,PhD
281,Mirza Omer Baig,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University Of Waterloo,canada,2013.0,"confluence of Green Computation,�Compiler Optimizations,�Memory Hierarchy Optimizations,�Constraint Programming and�Graph Theoretic Algorithms. During the last few years he has worked on several compiler optimization problems targeted towards low-end, power constrained processors. These include formalizing instruction scheduling for clustered architectures, memory hierarchy optimizations and code generation.",,PhD
282,Muhammad Adnan Tariq,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University of Stuttgart,germany,2013.0,"Internet of Things (IoT), mobile and pervasive computing, geo-distributed fog & cloud computing and Software-defined Networking (SDN) with focus on scalability, quality of service (QoS), fault tolerance and security aspects",,PhD
283,Muhammad Asim,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,Liverpool John Moores University,uk,2010.0,,,PhD
284,Sibt Ul Hussain,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University Of Caen,france,2013.0,"�visual recognition (object detection, image classification, face recognition, etc.), machine learning and programming",,PhD
285,Usman Farrokh Niaz,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,Paris Tech University of Eurecom,france,2014.0,"Computer Vision, Machine Learning, Pattern Recognition and Image/Video Retrieval.",,PhD
286,Uzair Khan,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,"University of Nice, Sophia Antipolis",france,2011.0,"Model Driven Software Engineering, in particular focusing on Model Transformations and Automated Model based Software Testing",,PhD
287,Ali Nasir,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University Of Salford,uk,2009.0,"Management Information Systems & its security, Software Project Management, Human Computer interaction, and Supply Chain Management.",,PhD
313,Professor Dr. Muhammad Sher ,"International Islamic University,Islamabad",Computer Science and Software Engineering,Capital,Professor,PhD,TU Berlin,germany,,Next Generation Networks and Security,,PhD
314,Dr. Ayyaz Hussain,"International Islamic University,Islamabad",Computer Science and Software Engineering,Capital,Associate Professor/Chairman,PhD,"FAST� National University of Computer and Emerging Sciences,Islamabad",pakistan,,"Image Processing, Pattern Recognition, Machine Learning and Data Mining, Computational Intelligence Techniques",,PhD
315, Dr. Ali Daud ,"International Islamic University,Islamabad",Computer Science and Software Engineering,Capital,Associate Professor,PhD,Tsinghua University,china,2010.0,"Text Mining,Information Retrieval, Information Extraction, Social Network Analysis, Machine Learning, Graphical Models, Topic Models",,PhD
